Chamber,Sample,Sample,Sample,Sample,EvaGreen,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,In Range,Out Range,Peak Ratio,Comments
S22-A59,NTC,NTC,1,,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A60,NTC,NTC,1,,Srgn,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A61,NTC,NTC,1,,Glt1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A62,NTC,NTC,1,,Syt1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A63,NTC,NTC,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A64,NTC,NTC,1,,Timp1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A65,NTC,NTC,1,,Osmr,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A66,NTC,NTC,1,,Vim,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A67,NTC,NTC,1,,Ptx3,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A68,NTC,NTC,1,,Ptgs2,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A69,NTC,NTC,1,,B3gnt5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A70,NTC,NTC,1,,H2-D1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A71,NTC,NTC,1,,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A72,NTC,NTC,1,,Srgn,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A73,NTC,NTC,1,,Aqp4,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A74,NTC,NTC,1,,Gabra1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A75,NTC,NTC,1,,Lcn2,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A76,NTC,NTC,1,,Hsbp1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A77,NTC,NTC,1,,Cp,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A78,NTC,NTC,1,,Gfap,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A79,NTC,NTC,1,,S100a10,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A80,NTC,NTC,1,,Emp1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A81,NTC,NTC,1,,Cd14,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A82,NTC,NTC,1,,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A83,NTC,NTC,1,,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A84,NTC,NTC,1,,Amigo2,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A85,NTC,NTC,1,,Cx30,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A86,NTC,NTC,1,,Snap25,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A87,NTC,NTC,1,,Lcn2,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A88,NTC,NTC,1,,Hsbp1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A89,NTC,NTC,1,,Cp,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A90,NTC,NTC,1,,Gfap,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A91,NTC,NTC,1,,S100a10,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A92,NTC,NTC,1,,Emp1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A93,NTC,NTC,1,,Cd14,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A94,NTC,NTC,1,,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A95,NTC,NTC,1,,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S22-A96,NTC,NTC,1,,Amigo2,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A01,374,Unknown,1,Ref 361-362,Rplp0,Reference,,7.830561083,1,Pass,0.023030415,-1.478066582,1,Pass,0.17646869,1,Pass,0.17646869,0.88486625,1,Pass,89.68213178,999,1,
S23-A02,374,Unknown,1,Ref 361-362,Cd84,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A03,374,Unknown,1,Ref 361-362,Mog,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A04,374,Unknown,1,Ref 361-362,Steap4,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A05,374,Unknown,1,Ref 361-362,Cxcl10,Test,Aldh1l1,16.54678628,1,Pass,0.023030415,-0.060885572,1,Pass,0.805958458,1,Pass,-1.381687081,2.605729057,1,Pass,82.183272,999,1,
S23-A06,374,Unknown,1,Ref 361-362,Serpina3n,Test,Aldh1l1,21.27802524,1,Pass,0.023030415,1.184340159,1,Pass,5.537197416,1,Pass,-0.13646135,1.099205669,1,Pass,85.08325109,999,1,
S23-A07,374,Unknown,1,Ref 361-362,Clcf1,Test,Aldh1l1,14.96561085,1,Pass,0.023030415,-4.094652103,1,Pass,-0.775216976,1,Pass,-5.415453612,42.67897467,1,Pass,87.47560777,999,1,
S23-A08,374,Unknown,1,Ref 361-362,Sphk1,Test,Aldh1l1,14.67740695,1,Pass,0.023030415,-3.719122087,1,Pass,-1.063420872,1,Pass,-5.039923596,32.89790015,1,Pass,85.25305997,999,1,
S23-A09,374,Unknown,1,Ref 361-362,Slc10a6,Test,Aldh1l1,18.47083316,1,Pass,0.023030415,-4.388579988,1,Pass,2.730005337,1,Pass,-5.709381497,52.32329524,1,Pass,86.56826851,999,1,
S23-A10,374,Unknown,1,Ref 361-362,H2-T23,Test,Aldh1l1,16.95129419,1,Pass,0.023030415,0.161391615,1,Pass,1.210466359,1,Pass,-1.159409894,2.233660455,1,Pass,83.32701173,999,1,
S23-A11,374,Unknown,1,Ref 361-362,Iigp1,Test,Aldh1l1,19.15570731,1,Pass,0.023030415,-0.720659972,1,Pass,3.414879479,1,Pass,-2.041461481,4.116623422,1,Pass,83.88023553,999,1,
S23-A12,374,Unknown,1,Ref 361-362,Fkbp5,Test,Aldh1l1,11.31990485,1,Pass,0.023030415,-2.146704103,1,Pass,-4.420922976,1,Pass,-3.467505612,11.0617337,1,Pass,82.44448248,999,1,
S23-A13,374,Unknown,1,Ref 361-362,Gfap,Test,Aldh1l1,11.19717578,1,Pass,0.023030415,-0.416166739,1,Pass,-4.543652043,1,Pass,-1.736968248,3.333339465,1,Pass,88.82092317,999,1,
S23-A14,374,Unknown,1,Ref 361-362,Ptprc (Cd45),Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A15,374,Unknown,1,Ref 361-362,Sox10,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A16,374,Unknown,1,Ref 361-362,Steap4,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A17,374,Unknown,1,Ref 361-362,Cxcl10,Test,Aldh1l1,16.60728745,1,Pass,0.023030415,-0.000384408,1,Pass,0.866459621,1,Pass,-1.321185917,2.498714235,1,Pass,81.94860582,999,1,
S23-A18,374,Unknown,1,Ref 361-362,Serpina3n,Test,Aldh1l1,20.63958448,1,Pass,0.023030415,0.545899396,1,Pass,4.898756653,1,Pass,-0.774902113,1.711073951,1,Pass,84.74090618,999,1,
S23-A19,374,Unknown,1,Ref 361-362,Clcf1,Test,Aldh1l1,15.10792083,1,Pass,0.023030415,-3.952342125,1,Pass,-0.632906998,1,Pass,-5.273143634,38.67002076,1,Pass,87.27814786,999,1,
S23-A20,374,Unknown,1,Ref 361-362,Sphk1,Test,Aldh1l1,14.55579427,1,Pass,0.023030415,-3.84073477,1,Pass,-1.185033555,1,Pass,-5.161536279,35.7912811,1,Pass,85.08788201,999,1,
S23-A21,374,Unknown,1,Ref 361-362,Slc10a6,Test,Aldh1l1,18.32906189,1,Pass,0.023030415,-4.53035126,1,Pass,2.588234065,1,Pass,-5.851152769,57.7261366,1,Pass,86.2943568,999,1,
S23-A22,374,Unknown,1,Ref 361-362,H2-T23,Test,Aldh1l1,16.72945958,1,Pass,0.023030415,-0.060442993,1,Pass,0.988631751,1,Pass,-1.381244502,2.604929814,1,Pass,83.25416131,999,1,
S23-A23,374,Unknown,1,Ref 361-362,Iigp1,Test,Aldh1l1,20.24221246,1,Pass,0.023030415,0.365845182,1,Pass,4.501384633,1,Pass,-0.954956327,1.938520951,1,Pass,83.79318412,999,1,
S23-A24,374,Unknown,1,Ref 361-362,Fkbp5,Test,Aldh1l1,11.21257393,1,Pass,0.023030415,-2.25403502,1,Pass,-4.528253894,1,Pass,-3.574836529,11.91606943,1,Pass,82.33245935,999,1,
S23-A25,374,Unknown,1,Ref 361-362,Vim,Test,Aldh1l1,5.272193738,1,Pass,0.023030415,-2.334918027,1,Pass,-10.46863409,1,Pass,-3.655719536,12.60321184,1,Pass,87.69155474,999,1,
S23-A26,374,Unknown,1,Ref 361-362,Aif1 (Iba1),Test,Rplp0,18.69368991,1,Pass,0.023030415,0.504842914,1,Pass,11.03959752,1,Pass,2.159378186,0.223852729,1,Pass,84.01314139,999,1,
S23-A27,374,Unknown,1,Ref 361-362,Mbp,Test,Rplp0,22.43536409,1,Pass,0.023030415,-0.786841178,1,Pass,14.7812717,1,Pass,0.867694094,0.548022072,1,Pass,84.78786081,999,1,
S23-A28,374,Unknown,1,Ref 361-362,S1pr3,Test,Aldh1l1,12.00594783,1,Pass,0.023030415,-2.261822315,1,Pass,-3.734879994,1,Pass,-3.582623824,11.98056319,1,Pass,87.01941479,999,1,
S23-A29,374,Unknown,1,Ref 361-362,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A30,374,Unknown,1,Ref 361-362,Aspg,Test,Aldh1l1,20.41838513,1,Pass,0.023030415,-0.718875266,1,Pass,4.677557304,1,Pass,-2.039676775,4.111534046,1,Pass,86.78428762,999,1,
S23-A31,374,Unknown,1,Ref 361-362,Tgm1,Test,Aldh1l1,26.72029105,0,Fail,0.023030415,999,0,Fail,10.97946322,0,Fail,999,-1,0,Fail,999,999,0,
S23-A32,374,Unknown,1,Ref 361-362,Cd109,Test,Aldh1l1,12.55358345,1,Pass,0.023030415,-3.328330871,1,Pass,-3.187244377,1,Pass,-4.64913238,25.0915968,1,Pass,79.77128949,999,1,
S23-A33,374,Unknown,1,Ref 361-362,Tm4sf1,Test,Aldh1l1,15.73182531,1,Pass,0.023030415,-0.387630195,1,Pass,-0.009002519,1,Pass,-1.708431704,3.268053732,1,Pass,84.36285707,999,1,
S23-A34,374,Unknown,1,Ref 361-362,Serping1,Test,Aldh1l1,18.65957797,1,Pass,0.023030415,1.682363443,1,Pass,2.918750143,1,Pass,0.361561934,0.778321473,1,Pass,86.70258229,999,1,
S23-A35,374,Unknown,1,Ref 361-362,Gbp2,Test,Aldh1l1,13.82389658,1,Pass,0.023030415,-0.497013024,1,Pass,-1.916931248,1,Pass,-1.817814533,3.525467384,1,Pass,83.18294065,999,1,
S23-A36,374,Unknown,1,Ref 361-362,Psmb8,Test,Aldh1l1,15.63133489,1,Pass,0.023030415,0.028997185,1,Pass,-0.109492936,1,Pass,-1.291804324,2.448340689,1,Pass,86.65216073,999,1,
S23-A37,374,Unknown,1,Ref 361-362,Nes,Test,Aldh1l1,10.71636136,1,Pass,0.023030415,-1.752074594,1,Pass,-5.024466471,1,Pass,-3.072876103,8.414491576,1,Pass,86.27986599,999,1,
S23-A38,374,Unknown,1,Ref 361-362,Tmem119,Test,Rplp0,20.71521822,1,Pass,0.023030415,1.480142493,1,Pass,13.06112582,1,Pass,3.134677765,0.113859157,1,Pass,84.76238428,999,1,
S23-A39,374,Unknown,1,Ref 361-362,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A40,374,Unknown,1,Ref 361-362,S1pr3,Test,Aldh1l1,11.84536519,1,Pass,0.023030415,-2.42240496,1,Pass,-3.895462639,1,Pass,-3.743206469,13.3911362,1,Pass,86.98881327,999,1,
S23-A41,374,Unknown,1,Ref 361-362,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A42,374,Unknown,1,Ref 361-362,Aspg,Test,Aldh1l1,20.88321703,1,Pass,0.023030415,-0.254043366,1,Pass,5.142389204,1,Pass,-1.574844875,2.97903459,1,Pass,86.59509068,999,1,
S23-A43,374,Unknown,1,Ref 361-362,Tgm1,Test,Aldh1l1,26.98318689,0,Fail,0.023030415,999,0,Fail,11.24235907,0,Fail,999,-1,0,Fail,999,999,0,
S23-A44,374,Unknown,1,Ref 361-362,Cd109,Test,Aldh1l1,12.77550984,1,Pass,0.023030415,-3.106404477,1,Pass,-2.965317983,1,Pass,-4.427205986,21.51403143,1,Pass,79.72555578,999,1,
S23-A45,374,Unknown,1,Ref 361-362,Tm4sf1,Test,Aldh1l1,15.7296669,1,Pass,0.023030415,-0.389788602,1,Pass,-0.011160927,1,Pass,-1.710590111,3.272946707,1,Pass,84.34445474,999,1,
S23-A46,374,Unknown,1,Ref 361-362,Serping1,Test,Aldh1l1,18.73742378,1,Pass,0.023030415,1.760209255,1,Pass,2.996595954,1,Pass,0.439407746,0.737437279,1,Pass,86.68403854,999,1,
S23-A47,374,Unknown,1,Ref 361-362,Gbp2,Test,Aldh1l1,13.59735402,1,Pass,0.023030415,-0.723555581,1,Pass,-2.143473805,1,Pass,-2.04435709,4.124894127,1,Pass,83.16049919,999,1,
S23-A48,374,Unknown,1,Ref 361-362,Psmb8,Test,Aldh1l1,15.44963963,1,Pass,0.023030415,-0.152698078,1,Pass,-0.291188198,1,Pass,-1.473499587,2.776946893,1,Pass,86.6414339,999,1,
S23-A49,374,Unknown,1,Ref 361-362,Aldh1l1,Reference,,15.86709299,1,Pass,0.023030415,1.447066673,1,Pass,0.126265164,1,Pass,0.126265164,0.916200234,1,Pass,86.70207796,999,1,
S23-A50,374,Unknown,1,Ref 361-362,Nefl,Test,Rplp0,20.90382338,1,Pass,0.023030415,999,0,Fail,13.24973099,1,Pass,999,-1,0,Fail,85.02215802,999,1,
S23-A51,374,Unknown,1,Ref 361-362,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A52,374,Unknown,1,Ref 361-362,Timp1,Test,Aldh1l1,9.405344757,1,Pass,0.023030415,-2.576293317,1,Pass,-6.33548307,1,Pass,-3.897094826,14.89849633,1,Pass,83.05231587,999,1,
S23-A53,374,Unknown,1,Ref 361-362,Osmr,Test,Aldh1l1,11.53243952,1,Pass,0.023030415,-2.42725584,1,Pass,-4.208388306,1,Pass,-3.748057349,13.43623798,1,Pass,81.91170115,999,1,
S23-A54,374,Unknown,1,Ref 361-362,Vim,Test,Aldh1l1,5.271485123,1,Pass,0.023030415,-2.335626642,1,Pass,-10.4693427,1,Pass,-3.656428151,12.60940373,1,Pass,87.49239642,999,1,
S23-A55,374,Unknown,1,Ref 361-362,Ptx3,Test,Aldh1l1,13.15636544,1,Pass,0.023030415,-4.422175351,1,Pass,-2.584462383,1,Pass,-5.74297686,53.55602052,1,Pass,82.12394184,999,1,
S23-A56,374,Unknown,1,Ref 361-362,Ptgs2,Test,Aldh1l1,15.43056966,1,Pass,0.023030415,-2.341476526,1,Pass,-0.310258169,1,Pass,-3.662278035,12.66063653,1,Pass,82.03581225,999,1,
S23-A57,374,Unknown,1,Ref 361-362,B3gnt5,Test,Aldh1l1,13.36273343,1,Pass,0.023030415,-3.256846802,1,Pass,-2.378094395,1,Pass,-4.577648311,23.87863247,1,Pass,82.86665958,999,1,
S23-A58,374,Unknown,1,Ref 361-362,H2-D1,Test,Aldh1l1,16.27758741,1,Pass,0.023030415,-0.488155677,1,Pass,0.536759578,1,Pass,-1.808957186,3.503889276,1,Pass,85.77692998,999,1,
S23-A59,374,Unknown,1,Ref 361-362,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A60,374,Unknown,1,Ref 361-362,Srgn,Test,Aldh1l1,21.58673164,1,Pass,0.023030415,0.16062762,1,Pass,5.845903815,1,Pass,-1.160173889,2.234843628,1,Pass,84.42272936,999,1,
S23-A61,374,Unknown,1,Ref 361-362,Glt1,Test,Aldh1l1,15.98379895,1,Pass,0.023030415,2.605771686,1,Pass,0.242971124,1,Pass,1.284970177,0.410379288,1,Pass,83.30454696,999,1,
S23-A62,374,Unknown,1,Ref 361-362,Syt1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A63,374,Unknown,1,Ref 361-362,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A64,374,Unknown,1,Ref 361-362,Timp1,Test,Aldh1l1,9.534275606,1,Pass,0.023030415,-2.447362468,1,Pass,-6.206552221,1,Pass,-3.768163976,13.62480783,1,Pass,83.032357,999,1,
S23-A65,374,Unknown,1,Ref 361-362,Osmr,Test,Aldh1l1,11.34173007,1,Pass,0.023030415,-2.617965287,1,Pass,-4.399097754,1,Pass,-3.938766796,15.33511198,1,Pass,81.94386342,999,1,
S23-A66,374,Unknown,1,Ref 361-362,Vim,Test,Aldh1l1,5.243992776,1,Pass,0.023030415,-2.363118989,1,Pass,-10.49683505,1,Pass,-3.683920498,12.8519957,1,Pass,87.48235746,999,1,
S23-A67,374,Unknown,1,Ref 361-362,Ptx3,Test,Aldh1l1,13.10518022,1,Pass,0.023030415,-4.473360574,1,Pass,-2.635647606,1,Pass,-5.794162083,55.4902379,1,Pass,82.11941564,999,1,
S23-A68,374,Unknown,1,Ref 361-362,Ptgs2,Test,Aldh1l1,15.16167324,1,Pass,0.023030415,-2.610372946,1,Pass,-0.57915459,1,Pass,-3.931174455,15.25462125,1,Pass,82.04443618,999,1,
S23-A69,374,Unknown,1,Ref 361-362,B3gnt5,Test,Aldh1l1,13.35840954,1,Pass,0.023030415,-3.261170694,1,Pass,-2.382418288,1,Pass,-4.581972203,23.95030633,1,Pass,82.88530804,999,1,
S23-A70,374,Unknown,1,Ref 361-362,H2-D1,Test,Aldh1l1,16.1846575,1,Pass,0.023030415,-0.581085583,1,Pass,0.443829672,1,Pass,-1.901887092,3.73701691,1,Pass,85.80812107,999,1,
S23-A71,374,Unknown,1,Ref 361-362,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A72,374,Unknown,1,Ref 361-362,Srgn,Test,Aldh1l1,22.28763858,1,Pass,0.023030415,0.861534559,1,Pass,6.546810754,1,Pass,-0.45926695,1.374843067,1,Pass,84.49205251,999,1,
S23-A73,374,Unknown,1,Ref 361-362,Aqp4,Test,Aldh1l1,14.78601454,1,Pass,0.023030415,0.972313418,1,Pass,-0.954813285,1,Pass,-0.348488091,1.273225619,1,Pass,86.92496994,999,1,
S23-A74,374,Unknown,1,Ref 361-362,Gabra1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A75,374,Unknown,1,Ref 361-362,Lcn2,Test,Aldh1l1,14.56107678,1,Pass,0.023030415,2.290922133,1,Pass,-1.179751043,1,Pass,0.970120624,0.510463381,1,Pass,83.83284117,999,1,
S23-A76,374,Unknown,1,Ref 361-362,Hsbp1,Test,Aldh1l1,10.99057175,1,Pass,0.023030415,-4.892644958,1,Pass,-4.750256074,1,Pass,-6.213446467,74.2051014,1,Pass,86.84908028,999,1,
S23-A77,374,Unknown,1,Ref 361-362,Cp,Test,Aldh1l1,14.66219805,1,Pass,0.023030415,2.093038076,1,Pass,-1.078629781,1,Pass,0.772236567,0.585509073,1,Pass,81.97922285,999,1,
S23-A78,374,Unknown,1,Ref 361-362,Gfap,Test,Aldh1l1,11.13250907,1,Pass,0.023030415,-0.480833452,1,Pass,-4.608318755,1,Pass,-1.801634961,3.486150759,1,Pass,88.6893853,999,1,
S23-A79,374,Unknown,1,Ref 361-362,S100a10,Test,Aldh1l1,6.369038487,1,Pass,0.023030415,-2.32410054,1,Pass,-9.371789339,1,Pass,-3.644902049,12.50906497,1,Pass,81.93634154,999,1,
S23-A80,374,Unknown,1,Ref 361-362,Emp1,Test,Aldh1l1,10.66589153,1,Pass,0.023030415,-4.270691849,1,Pass,-5.074936296,1,Pass,-5.591493358,48.21778114,1,Pass,85.18408861,999,1,
S23-A81,374,Unknown,1,Ref 361-362,Cd14,Test,Aldh1l1,17.39362405,1,Pass,0.023030415,-0.295431495,1,Pass,1.652796225,1,Pass,-1.616233004,3.065735016,1,Pass,85.56568024,999,1,
S23-A82,374,Unknown,1,Ref 361-362,Ggta1,Test,Aldh1l1,21.46013875,1,Pass,0.023030415,-1.391560429,1,Pass,5.719310922,1,Pass,-2.712361938,6.553937606,1,Pass,84.40394447,999,1,
S23-A83,374,Unknown,1,Ref 361-362,Ugt1a,Test,Aldh1l1,21.02759724,1,Pass,0.023030415,999,0,Fail,5.286769411,1,Pass,999,-1,0,Fail,82.3940236,999,1,
S23-A84,374,Unknown,1,Ref 361-362,Amigo2,Test,Aldh1l1,16.26404051,1,Pass,0.023030415,-1.941315966,1,Pass,0.523212679,1,Pass,-3.262117475,9.593900484,1,Pass,84.87828354,999,1,
S23-A85,374,Unknown,1,Ref 361-362,Cx30,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S23-A86,374,Unknown,1,Ref 361-362,Snap25,Test,Rplp0,18.90871138,1,Pass,0.023030415,1.843497203,1,Pass,11.25461899,1,Pass,3.498032476,0.088508972,1,Pass,81.8250524,999,1,
S23-A87,374,Unknown,1,Ref 361-362,Lcn2,Test,Aldh1l1,14.33053746,1,Pass,0.023030415,2.060382812,1,Pass,-1.410290364,1,Pass,0.739581303,0.598913143,1,Pass,83.9532967,999,1,
S23-A88,374,Unknown,1,Ref 361-362,Hsbp1,Test,Aldh1l1,11.01940628,1,Pass,0.023030415,-4.863810433,1,Pass,-4.72142155,1,Pass,-6.184611942,72.73671885,1,Pass,86.92780749,999,1,
S23-A89,374,Unknown,1,Ref 361-362,Cp,Test,Aldh1l1,14.60721415,1,Pass,0.023030415,2.038054178,1,Pass,-1.133613678,1,Pass,0.717252669,0.608254642,1,Pass,82.02594151,999,1,
S23-A90,374,Unknown,1,Ref 361-362,Gfap,Test,Aldh1l1,11.1660529,1,Pass,0.023030415,-0.447289627,1,Pass,-4.574774931,1,Pass,-1.768091136,3.406029986,1,Pass,88.74957429,999,1,
S23-A91,374,Unknown,1,Ref 361-362,S100a10,Test,Aldh1l1,6.284215847,1,Pass,0.023030415,-2.40892318,1,Pass,-9.456611979,1,Pass,-3.729724689,13.26658082,1,Pass,82.29903963,999,1,
S23-A92,374,Unknown,1,Ref 361-362,Emp1,Test,Aldh1l1,10.81183538,1,Pass,0.023030415,-4.124748001,1,Pass,-4.928992448,1,Pass,-5.44554951,43.57864728,1,Pass,85.65585822,999,1,
S23-A93,374,Unknown,1,Ref 361-362,Cd14,Test,Aldh1l1,17.31630339,1,Pass,0.023030415,-0.372752162,1,Pass,1.575475558,1,Pass,-1.693553671,3.234524567,1,Pass,85.84184024,999,1,
S23-A94,374,Unknown,1,Ref 361-362,Ggta1,Test,Aldh1l1,21.95414426,1,Pass,0.023030415,-0.897554921,1,Pass,6.213316431,1,Pass,-2.21835643,4.653629742,1,Pass,84.86546453,999,1,
S23-A95,374,Unknown,1,Ref 361-362,Ugt1a,Test,Aldh1l1,21.65750857,1,Pass,0.023030415,999,0,Fail,5.916680741,1,Pass,999,-1,0,Fail,82.660303,999,1,
S23-A96,374,Unknown,1,Ref 361-362,Amigo2,Test,Aldh1l1,16.40354992,1,Pass,0.023030415,-1.801806553,1,Pass,0.662722092,1,Pass,-3.122608062,8.709609654,1,Pass,85.06501132,999,1,
S24-A01,376,Unknown,1,Ref 361-362,Rplp0,Reference,,8.85037095,1,Pass,0.023030415,-0.458256716,1,Pass,0.229048517,1,Pass,0.229048517,0.853197405,1,Pass,89.65474453,999,1,
S24-A02,376,Unknown,1,Ref 361-362,Cd84,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S24-A03,376,Unknown,1,Ref 361-362,Mog,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
